Station_ID,Start_Date_UTC,Start_Time_UTC,Start_ISO_DateTime_UTC,Start_Latitude,Start_Longitude,Event_ID,Sample_ID,Station_Depth,Sample_Pressure,DIC_13_12_D_Delta_Bottle,SD1_DIC_13_12_D_Delta_Bottle,Flag_DIC_13_12_D_Delta_Bottle
15,2022-12-25,06:25,2022-12-25T06:46Z,-53.9998,-145.94964,20221225.0416.001,17221,3661,304.8,0.90,0.03,2
15,2022-12-25,06:25,2022-12-25T06:46Z,-53.9998,-145.94964,20221225.0416.001,17221,3661,304.8,0.89,0.03,6
15,2022-12-25,06:25,2022-12-25T06:41Z,-53.9998,-145.94964,20221225.0416.001,17222,3661,454.9,0.79,0.03,2
15,2022-12-25,06:25,2022-12-25T06:37Z,-53.9998,-145.94964,20221225.0416.001,17223,3661,606.5,0.61,0.03,2
15,2022-12-25,06:25,2022-12-25T06:33Z,-53.9998,-145.94964,20221225.0416.001,17224,3661,758.1,0.46,0.03,2
15,2022-12-25,06:25,2022-12-25T06:29Z,-53.9998,-145.94964,20221225.0416.001,17225,3661,910,0.41,0.03,2
15,2022-12-25,06:25,2022-12-25T06:29Z,-53.9998,-145.94964,20221225.0416.001,17225,3661,910,0.42,0.03,6
15,2022-12-25,06:25,2022-12-25T06:25Z,-53.9998,-145.94964,20221225.0416.001,17226,3661,1014,0.40,0.03,2
16,2022-12-26,06:44,2022-12-26T07:31Z,-55.00852,-145.66136,20221226.0531.001,17287,3228,12.1,1.35,0.03,2
16,2022-12-26,00:03,2022-12-26T00:46Z,-55.00852,-145.66132,20221225.2058.001,17270,3228,26.5,1.59,0.03,2
16,2022-12-26,00:03,2022-12-26T00:46Z,-55.00852,-145.66132,20221225.2058.001,17270,3228,26.5,1.57,0.03,6
16,2022-12-26,00:03,2022-12-26T00:44Z,-55.00852,-145.66132,20221225.2058.001,17271,3228,49.7,1.55,0.03,2
16,2022-12-26,00:03,2022-12-26T00:41Z,-55.00852,-145.66132,20221225.2058.001,17272,3228,77.7,1.26,0.03,2
16,2022-12-26,00:03,2022-12-26T00:38Z,-55.00852,-145.66132,20221225.2058.001,17273,3228,100.8,1.13,0.03,2
16,2022-12-26,00:03,2022-12-26T00:35Z,-55.00852,-145.66132,20221225.2058.001,17274,3228,153.6,1.05,0.03,2
16,2022-12-26,00:03,2022-12-26T00:35Z,-55.00852,-145.66132,20221225.2058.001,17274,3228,153.6,1.04,0.03,6
16,2022-12-26,00:03,2022-12-26T00:32Z,-55.00852,-145.66132,20221225.2058.001,17275,3228,206.5,1.05,0.03,2
16,2022-12-26,00:03,2022-12-26T00:29Z,-55.00852,-145.66132,20221225.2058.001,17276,3228,304.7,0.98,0.03,2
16,2022-12-26,00:03,2022-12-26T00:24Z,-55.00852,-145.66132,20221225.2058.001,17277,3228,455,0.91,0.03,2
16,2022-12-26,00:03,2022-12-26T00:20Z,-55.00852,-145.66132,20221225.2058.001,17278,3228,605.6,0.60,0.03,2
16,2022-12-26,00:03,2022-12-26T00:20Z,-55.00852,-145.66132,20221225.2058.001,17278,3228,605.6,0.60,0.03,6
16,2022-12-26,00:03,2022-12-26T00:15Z,-55.00852,-145.66132,20221225.2058.001,17279,3228,758.9,0.50,0.03,2
16,2022-12-26,00:03,2022-12-26T00:10Z,-55.00852,-145.66132,20221225.2058.001,17280,3228,911.4,0.43,0.03,2
16,2022-12-26,00:03,2022-12-26T00:03Z,-55.00852,-145.66132,20221225.2058.001,17281,3228,1112.5,0.39,0.03,2
16,2022-12-26,00:03,2022-12-26T00:03Z,-55.00852,-145.66132,20221225.2058.001,17281,3228,1112.5,0.39,0.03,6
16,2022-12-26,19:11,2022-12-26T20:12Z,-55.00814,-145.66114,20221226.1641.001,17331,3228,1315.4,0.41,0.03,2
16,2022-12-26,19:11,2022-12-26T20:07Z,-55.00814,-145.66114,20221226.1641.001,17332,3228,1517.2,0.41,0.03,2
16,2022-12-26,19:11,2022-12-26T20:01Z,-55.00814,-145.66114,20221226.1641.001,17333,3228,1772.2,0.42,0.03,2
16,2022-12-26,19:11,2022-12-26T20:01Z,-55.00814,-145.66114,20221226.1641.001,17333,3228,1772.2,0.42,0.03,6
16,2022-12-26,19:11,2022-12-26T19:48Z,-55.00814,-145.66114,20221226.1641.001,17335,3228,2284.4,0.45,0.03,2
16,2022-12-26,19:11,2022-12-26T19:42Z,-55.00814,-145.66114,20221226.1641.001,17336,3228,2539.9,0.44,0.03,2
16,2022-12-26,19:11,2022-12-26T19:42Z,-55.00814,-145.66114,20221226.1641.001,17336,3228,2539.9,0.44,0.03,6
16,2022-12-26,19:11,2022-12-26T19:29Z,-55.00814,-145.66114,20221226.1641.001,17338,3228,3044.1,0.42,0.03,2
16,2022-12-26,19:11,2022-12-26T19:26Z,-55.00814,-145.66114,20221226.1641.001,17339,3228,3115.9,0.43,0.03,2
16,2022-12-26,19:11,2022-12-26T19:22Z,-55.00814,-145.66114,20221226.1641.001,17340,3228,3197.4,0.43,0.03,2
16,2022-12-26,19:11,2022-12-26T19:22Z,-55.00814,-145.66114,20221226.1641.001,17340,3228,3197.4,0.43,0.03,6
16,2022-12-26,19:11,2022-12-26T19:18Z,-55.00814,-145.66114,20221226.1641.001,17341,3228,3236.7,0.43,0.03,2
16,2022-12-26,19:11,2022-12-26T19:11Z,-55.00814,-145.66114,20221226.1641.001,17342,3228,3264.2,0.43,0.03,2
18,2022-12-28,14:57,2022-12-28T15:39Z,-56.30046,-145.27964,20221228.1347.001,17392,2596,8.6,1.03,0.03,2
18,2022-12-29,03:00,2022-12-29T03:41Z,-56.29924,-145.27768,20221229.0034.001,17440,2596,26,0.98,0.03,2
18,2022-12-29,03:00,2022-12-29T03:41Z,-56.29924,-145.27768,20221229.0034.001,17440,2596,26,1.05,0.03,6
18,2022-12-29,03:00,2022-12-29T03:38Z,-56.29924,-145.27768,20221229.0034.001,17441,2596,46.6,1.05,0.03,2
18,2022-12-29,03:00,2022-12-29T03:36Z,-56.29924,-145.27768,20221229.0034.001,17442,2596,70.9,1.03,0.03,2
18,2022-12-29,03:00,2022-12-29T03:33Z,-56.29924,-145.27768,20221229.0034.001,17443,2596,100.9,1.02,0.03,2
18,2022-12-29,03:00,2022-12-29T03:30Z,-56.29924,-145.27768,20221229.0034.001,17444,2596,142.3,0.87,0.03,2
18,2022-12-29,03:00,2022-12-29T03:30Z,-56.29924,-145.27768,20221229.0034.001,17444,2596,142.3,0.88,0.03,6
18,2022-12-29,03:00,2022-12-29T03:27Z,-56.29924,-145.27768,20221229.0034.001,17445,2596,234.7,0.58,0.03,2
18,2022-12-29,03:00,2022-12-29T03:24Z,-56.29924,-145.27768,20221229.0034.001,17446,2596,305,0.48,0.03,2
18,2022-12-29,03:00,2022-12-29T03:20Z,-56.29924,-145.27768,20221229.0034.001,17447,2596,456.8,0.35,0.03,2
18,2022-12-29,03:00,2022-12-29T03:16Z,-56.29924,-145.27768,20221229.0034.001,17448,2596,609.2,0.35,0.03,2
18,2022-12-29,03:00,2022-12-29T03:10Z,-56.29924,-145.27768,20221229.0034.001,17449,2596,809.9,0.39,0.03,2
18,2022-12-29,03:00,2022-12-29T03:10Z,-56.29924,-145.27768,20221229.0034.001,17449,2596,809.9,0.38,0.03,6
18,2022-12-29,03:00,2022-12-29T03:05Z,-56.29924,-145.27768,20221229.0034.001,17450,2596,1013.2,0.42,0.03,2
18,2022-12-29,03:00,2022-12-29T03:00Z,-56.29924,-145.27768,20221229.0034.001,17451,2596,1215.3,0.43,0.03,2
18,2022-12-28,00:11,2022-12-28T01:00Z,-56.30038,-145.2796,20221227.2224.001,17346,2596,1420.7,0.43,0.03,2
18,2022-12-28,00:11,2022-12-28T01:00Z,-56.30038,-145.2796,20221227.2224.001,17346,2596,1420.7,0.42,0.03,6
18,2022-12-28,00:11,2022-12-28T00:53Z,-56.30038,-145.2796,20221227.2224.001,17347,2596,1724.6,0.43,0.03,2
18,2022-12-28,00:11,2022-12-28T00:46Z,-56.30038,-145.2796,20221227.2224.001,17348,2596,2029.5,0.42,0.03,2
18,2022-12-28,00:11,2022-12-28T00:36Z,-56.30038,-145.2796,20221227.2224.001,17350,2596,2309.2,0.40,0.03,2
18,2022-12-28,00:11,2022-12-28T00:36Z,-56.30038,-145.2796,20221227.2224.001,17350,2596,2309.2,0.41,0.03,6
18,2022-12-28,00:11,2022-12-28T00:33Z,-56.30038,-145.2796,20221227.2224.001,17351,2596,2360,0.41,0.03,2
18,2022-12-28,00:11,2022-12-28T00:30Z,-56.30038,-145.2796,20221227.2224.001,17352,2596,2411.2,0.40,0.03,2
18,2022-12-28,00:11,2022-12-28T00:27Z,-56.30038,-145.2796,20221227.2224.001,17353,2596,2472.1,0.41,0.03,2
18,2022-12-28,00:11,2022-12-28T00:27Z,-56.30038,-145.2796,20221227.2224.001,17353,2596,2472.1,0.41,0.03,6
18,2022-12-28,00:11,2022-12-28T00:21Z,-56.30038,-145.2796,20221227.2224.001,17354,2596,2513.2,0.39,0.03,2
18,2022-12-28,00:11,2022-12-28T00:19Z,-56.30038,-145.2796,20221227.2224.001,17355,2596,2553.9,0.42,0.03,2
18,2022-12-28,00:11,2022-12-28T00:16Z,-56.30038,-145.2796,20221227.2224.001,17356,2596,2593.4,0.41,0.03,2
18,2022-12-28,00:11,2022-12-28T00:11Z,-56.30038,-145.2796,20221227.2224.001,17357,2596,2619.6,0.36,0.03,2
18,2022-12-28,00:11,2022-12-28T00:11Z,-56.30038,-145.2796,20221227.2224.001,17357,2596,2619.6,0.39,0.03,6
20,2022-12-30,03:35,2022-12-30T04:10Z,-57.60156,-144.85818,20221230.0150.001,17520,3131,9.4,1.00,0.03,2
20,2022-12-30,03:35,2022-12-30T04:10Z,-57.60156,-144.85818,20221230.0150.001,17520,3131,9.4,1.01,0.03,6
20,2022-12-29,20:15,2022-12-29T20:48Z,-57.60154,-144.85814,20221229.1815.001,17485,3131,45.7,1.00,0.03,2
20,2022-12-29,20:15,2022-12-29T20:45Z,-57.60154,-144.85814,20221229.1815.001,17486,3131,65.7,0.99,0.03,2
20,2022-12-29,20:15,2022-12-29T20:45Z,-57.60154,-144.85814,20221229.1815.001,17486,3131,65.7,0.97,0.03,6
20,2022-12-29,20:15,2022-12-29T20:40Z,-57.60154,-144.85814,20221229.1815.001,17488,3131,115.9,0.86,0.03,2
20,2022-12-29,20:15,2022-12-29T20:37Z,-57.60154,-144.85814,20221229.1815.001,17489,3131,153.2,0.80,0.03,2
20,2022-12-29,20:15,2022-12-29T20:37Z,-57.60154,-144.85814,20221229.1815.001,17489,3131,153.2,0.80,0.03,6
20,2022-12-29,20:15,2022-12-29T20:34Z,-57.60154,-144.85814,20221229.1815.001,17490,3131,204.2,0.62,0.03,2
20,2022-12-29,20:15,2022-12-29T20:32Z,-57.60154,-144.85814,20221229.1815.001,17491,3131,254.3,0.97,0.03,2
20,2022-12-29,20:15,2022-12-29T20:28Z,-57.60154,-144.85814,20221229.1815.001,17492,3131,354.7,0.34,0.03,2
20,2022-12-29,20:15,2022-12-29T20:24Z,-57.60154,-144.85814,20221229.1815.001,17493,3131,455,0.35,0.03,2
20,2022-12-29,20:15,2022-12-29T20:19Z,-57.60154,-144.85814,20221229.1815.001,17494,3131,555.4,0.35,0.03,2
20,2022-12-29,20:15,2022-12-29T20:15Z,-57.60154,-144.85814,20221229.1815.001,17495,3131,656.3,0.34,0.03,2
20,2022-12-30,18:56,2022-12-30T19:48Z,-57.60116,-144.8583,20221230.1720.001,17564,3131,659.4,0.36,0.03,2
20,2022-12-30,18:56,2022-12-30T19:37Z,-57.60116,-144.8583,20221230.1720.001,17566,3131,1013.6,0.38,0.03,2
20,2022-12-30,18:56,2022-12-30T19:27Z,-57.60116,-144.8583,20221230.1720.001,17568,3131,1419,0.42,0.03,2
20,2022-12-30,18:56,2022-12-30T19:27Z,-57.60116,-144.8583,20221230.1720.001,17568,3131,1419,0.44,0.03,6
20,2022-12-30,18:56,2022-12-30T19:21Z,-57.60116,-144.8583,20221230.1720.001,17569,3131,1621.7,0.42,0.03,2
20,2022-12-30,18:56,2022-12-30T19:14Z,-57.60116,-144.8583,20221230.1720.001,17570,3131,1772.6,0.40,0.03,2
20,2022-12-30,18:56,2022-12-30T19:09Z,-57.60116,-144.8583,20221230.1720.001,17571,3131,1925.6,0.40,0.03,2
20,2022-12-30,18:56,2022-12-30T19:07Z,-57.60116,-144.8583,20221230.1720.001,17572,3131,1966.3,0.41,0.03,2
20,2022-12-30,18:56,2022-12-30T19:02Z,-57.60116,-144.8583,20221230.1720.001,17573,3131,2028.5,0.43,0.03,2
20,2022-12-30,18:56,2022-12-30T18:59Z,-57.60116,-144.8583,20221230.1720.001,17574,3131,2078.4,0.41,0.03,2
20,2022-12-30,18:56,2022-12-30T18:56Z,-57.60116,-144.8583,20221230.1720.001,17575,3131,2127.8,0.43,0.03,2
20,2023-01-01,02:31,2023-01-01T03:22Z,-57.6006,-144.85502,20221231.0657.001,17581,3131,2131.2,0.42,0.03,2
20,2023-01-01,02:31,2023-01-01T03:18Z,-57.6006,-144.85502,20221231.0657.001,17582,3131,2232.3,0.42,0.03,2
20,2023-01-01,02:31,2023-01-01T03:13Z,-57.6006,-144.85502,20221231.0657.001,17583,3131,2434.2,0.41,0.03,2
20,2023-01-01,02:31,2023-01-01T03:06Z,-57.6006,-144.85502,20221231.0657.001,17584,3131,2639.9,0.42,0.03,2
20,2023-01-01,02:31,2023-01-01T03:03Z,-57.6006,-144.85502,20221231.0657.001,17585,3131,2740.4,0.42,0.03,2
20,2023-01-01,02:31,2023-01-01T03:03Z,-57.6006,-144.85502,20221231.0657.001,17585,3131,2740.4,0.42,0.03,6
20,2023-01-01,02:31,2023-01-01T02:59Z,-57.6006,-144.85502,20221231.0657.001,17586,3131,2840.9,0.41,0.03,2
20,2023-01-01,02:31,2023-01-01T02:55Z,-57.6006,-144.85502,20221231.0657.001,17587,3131,2944.5,0.42,0.03,2
20,2023-01-01,02:31,2023-01-01T02:52Z,-57.6006,-144.85502,20221231.0657.001,17588,3131,3016.3,0.41,0.03,2
20,2023-01-01,02:31,2023-01-01T02:49Z,-57.6006,-144.85502,20221231.0657.001,17589,3131,3059.1,0.41,0.03,2
20,2023-01-01,02:31,2023-01-01T02:45Z,-57.6006,-144.85502,20221231.0657.001,17590,3131,3099.3,0.40,0.03,2
20,2023-01-01,02:31,2023-01-01T02:45Z,-57.6006,-144.85502,20221231.0657.001,17590,3131,3099.3,0.43,0.03,6
20,2023-01-01,02:31,2023-01-01T02:39Z,-57.6006,-144.85502,20221231.0657.001,17591,3131,3141.1,0.42,0.03,2
20,2023-01-01,02:31,2023-01-01T02:31Z,-57.6006,-144.85502,20221231.0657.001,17592,3131,3164.5,0.41,0.03,2
22,2023-01-01,19:50,2023-01-01T20:32Z,-59.99892,-144.00018,20230101.1822.001,17644,3427,28.6,1.24,0.03,2
22,2023-01-01,19:50,2023-01-01T20:32Z,-59.99892,-144.00018,20230101.1822.001,17644,3427,28.6,1.23,0.03,6
22,2023-01-01,19:50,2023-01-01T20:29Z,-59.99892,-144.00018,20230101.1822.001,17645,3427,55.9,1.14,0.03,2
22,2023-01-01,19:50,2023-01-01T20:26Z,-59.99892,-144.00018,20230101.1822.001,17646,3427,92.1,1.02,0.03,2
22,2023-01-01,19:50,2023-01-01T20:23Z,-59.99892,-144.00018,20230101.1822.001,17647,3427,127.2,0.87,0.03,2
22,2023-01-01,19:50,2023-01-01T20:20Z,-59.99892,-144.00018,20230101.1822.001,17648,3427,203.3,0.29,0.03,2
22,2023-01-01,19:50,2023-01-01T20:17Z,-59.99892,-144.00018,20230101.1822.001,17649,3427,305,0.27,0.03,2
22,2023-01-01,19:50,2023-01-01T20:13Z,-59.99892,-144.00018,20230101.1822.001,17650,3427,405,0.20,0.03,3
22,2023-01-01,19:50,2023-01-01T20:09Z,-59.99892,-144.00018,20230101.1822.001,17651,3427,556.5,0.33,0.03,2
22,2023-01-01,19:50,2023-01-01T20:05Z,-59.99892,-144.00018,20230101.1822.001,17652,3427,708.8,0.37,0.03,2
22,2023-01-01,19:50,2023-01-01T20:00Z,-59.99892,-144.00018,20230101.1822.001,17653,3427,861.2,0.40,0.03,2
22,2023-01-01,19:50,2023-01-01T20:00Z,-59.99892,-144.00018,20230101.1822.001,17653,3427,861.2,0.41,0.03,6
22,2023-01-01,19:50,2023-01-01T19:55Z,-59.99892,-144.00018,20230101.1822.001,17654,3427,1013.2,0.41,0.03,2
22,2023-01-01,19:50,2023-01-01T19:50Z,-59.99892,-144.00018,20230101.1822.001,17655,3427,1214.7,0.39,0.03,2
22,2023-01-02,12:27,2023-01-02T13:38Z,-59.9969,-143.9992,20230102.0830.001,17676,3427,1419.9,0.38,0.03,2
22,2023-01-02,12:27,2023-01-02T13:31Z,-59.9969,-143.9992,20230102.0830.001,17677,3427,1675.1,0.39,0.03,2
22,2023-01-02,12:27,2023-01-02T13:31Z,-59.9969,-143.9992,20230102.0830.001,17677,3427,1675.1,0.41,0.03,6
22,2023-01-02,12:27,2023-01-02T13:20Z,-59.9969,-143.9992,20230102.0830.001,17679,3427,2129.5,0.42,0.03,2
22,2023-01-02,12:27,2023-01-02T13:15Z,-59.9969,-143.9992,20230102.0830.001,17680,3427,2336.5,0.42,0.03,2
22,2023-01-02,12:27,2023-01-02T13:08Z,-59.9969,-143.9992,20230102.0830.001,17681,3427,2592,0.41,0.03,2
22,2023-01-02,12:27,2023-01-02T13:01Z,-59.9969,-143.9992,20230102.0830.001,17682,3427,2847.9,0.41,0.03,2
22,2023-01-02,12:27,2023-01-02T13:01Z,-59.9969,-143.9992,20230102.0830.001,17682,3427,2847.9,0.41,0.03,6
22,2023-01-02,12:27,2023-01-02T12:54Z,-59.9969,-143.9992,20230102.0830.001,17683,3427,3102.3,0.41,0.03,2
22,2023-01-02,12:27,2023-01-02T12:45Z,-59.9969,-143.9992,20230102.0830.001,17684,3427,3322,0.42,0.03,2
22,2023-01-02,12:27,2023-01-02T12:41Z,-59.9969,-143.9992,20230102.0830.001,17685,3427,3404.6,0.41,0.03,2
22,2023-01-02,12:27,2023-01-02T12:41Z,-59.9969,-143.9992,20230102.0830.001,17685,3427,3404.6,0.42,0.03,6
22,2023-01-02,12:27,2023-01-02T12:36Z,-59.9969,-143.9992,20230102.0830.001,17686,3427,3444.7,0.40,0.03,2
22,2023-01-02,12:27,2023-01-02T12:27Z,-59.9969,-143.9992,20230102.0830.001,17687,3427,3471.1,0.42,0.03,2
23,2023-01-03,20:13,2023-01-03T21:33Z,-62.49822,-142.99925,20230103.1621.001,17753,3907,8.8,1.32,0.03,2
23,2023-01-03,20:13,2023-01-03T21:33Z,-62.49822,-142.99925,20230103.1621.001,17753,3907,8.8,1.33,0.03,6
23,2023-01-03,20:13,2023-01-03T21:30Z,-62.49822,-142.99925,20230103.1621.001,17754,3907,25.7,1.30,0.03,2
23,2023-01-03,20:13,2023-01-03T21:27Z,-62.49822,-142.99925,20230103.1621.001,17755,3907,51.1,1.29,0.03,2
23,2023-01-03,20:13,2023-01-03T21:24Z,-62.49822,-142.99925,20230103.1621.001,17756,3907,80.6,1.03,0.03,2
23,2023-01-03,20:13,2023-01-03T21:24Z,-62.49822,-142.99925,20230103.1621.001,17756,3907,80.6,1.05,0.03,6
23,2023-01-03,20:13,2023-01-03T21:21Z,-62.49822,-142.99925,20230103.1621.001,17757,3907,122.9,0.96,0.03,2
23,2023-01-03,20:13,2023-01-03T21:13Z,-62.49822,-142.99925,20230103.1621.001,17759,3907,327.5,0.33,0.03,2
23,2023-01-03,20:13,2023-01-03T21:09Z,-62.49822,-142.99925,20230103.1621.001,17760,3907,456,0.35,0.03,2
23,2023-01-03,20:13,2023-01-03T21:04Z,-62.49822,-142.99925,20230103.1621.001,17761,3907,608.5,0.35,0.03,2
23,2023-01-03,20:13,2023-01-03T20:56Z,-62.49822,-142.99925,20230103.1621.001,17762,3907,1014.6,0.38,0.03,2
23,2023-01-03,20:13,2023-01-03T20:29Z,-62.49822,-142.99925,20230103.1621.001,17763,3907,1420.5,0.40,0.03,2
23,2023-01-03,20:13,2023-01-03T20:29Z,-62.49822,-142.99925,20230103.1621.001,17763,3907,1420.5,0.40,0.03,6
23,2023-01-03,20:13,2023-01-03T20:19Z,-62.49822,-142.99925,20230103.1621.001,17764,3907,1824.9,0.40,0.03,2
23,2023-01-03,20:13,2023-01-03T20:13Z,-62.49822,-142.99925,20230103.1621.001,17765,3907,2028.4,0.39,0.03,2
24,2023-01-04,16:09,2023-01-04T16:50Z,-65.00338,-138.99796,20230104.1321.001,17774,4476,30.6,1.27,0.03,2
24,2023-01-04,16:09,2023-01-04T16:47Z,-65.00338,-138.99796,20230104.1321.001,17775,4476,46.1,1.19,0.03,2
24,2023-01-04,16:09,2023-01-04T16:44Z,-65.00338,-138.99796,20230104.1321.001,17776,4476,66.4,1.07,0.03,2
24,2023-01-04,16:09,2023-01-04T16:41Z,-65.00338,-138.99796,20230104.1321.001,17777,4476,96.6,0.99,0.03,2
24,2023-01-04,16:09,2023-01-04T16:39Z,-65.00338,-138.99796,20230104.1321.001,17778,4476,127.2,0.97,0.03,2
24,2023-01-04,16:09,2023-01-04T16:36Z,-65.00338,-138.99796,20230104.1321.001,17779,4476,152.6,0.85,0.03,2
24,2023-01-04,16:09,2023-01-04T16:36Z,-65.00338,-138.99796,20230104.1321.001,17779,4476,152.6,0.85,0.03,6
24,2023-01-04,16:09,2023-01-04T16:33Z,-65.00338,-138.99796,20230104.1321.001,17780,4476,204.1,0.39,0.03,2
24,2023-01-04,16:09,2023-01-04T16:29Z,-65.00338,-138.99796,20230104.1321.001,17781,4476,329.8,0.34,0.03,2
24,2023-01-04,16:09,2023-01-04T16:25Z,-65.00338,-138.99796,20230104.1321.001,17782,4476,456.5,0.36,0.03,2
24,2023-01-04,16:09,2023-01-04T16:20Z,-65.00338,-138.99796,20230104.1321.001,17783,4476,607,0.40,0.03,2
24,2023-01-04,16:09,2023-01-04T16:15Z,-65.00338,-138.99796,20230104.1321.001,17784,4476,810.3,0.37,0.03,2
24,2023-01-04,16:09,2023-01-04T16:09Z,-65.00338,-138.99796,20230104.1321.001,17785,4476,1012.5,0.38,0.03,2
25,2023-01-05,22:36,2023-01-05T23:28Z,-66.99984,-134.99946,20230105.2003.001,17883,4590,9.2,1.27,0.03,2
25,2023-01-05,12:59,2023-01-05T13:47Z,-66.9998,-134.99944,20230105.0727.001,17841,4590,26.4,1.30,0.03,2
25,2023-01-05,12:59,2023-01-05T13:45Z,-66.9998,-134.99944,20230105.0727.001,17842,4590,41.3,1.14,0.03,2
25,2023-01-05,12:59,2023-01-05T13:42Z,-66.9998,-134.99944,20230105.0727.001,17843,4590,86.9,0.99,0.03,2
25,2023-01-05,12:59,2023-01-05T13:39Z,-66.9998,-134.99944,20230105.0727.001,17844,4590,127.8,0.96,0.03,2
25,2023-01-05,12:59,2023-01-05T13:36Z,-66.9998,-134.99944,20230105.0727.001,17845,4590,178.2,0.69,0.03,2
25,2023-01-05,12:59,2023-01-05T13:36Z,-66.9998,-134.99944,20230105.0727.001,17845,4590,178.2,0.70,0.03,6
25,2023-01-05,12:59,2023-01-05T13:32Z,-66.9998,-134.99944,20230105.0727.001,17846,4590,279.7,0.34,0.03,2
25,2023-01-05,12:59,2023-01-05T13:28Z,-66.9998,-134.99944,20230105.0727.001,17847,4590,380.6,0.31,0.03,2
25,2023-01-05,12:59,2023-01-05T13:24Z,-66.9998,-134.99944,20230105.0727.001,17848,4590,507.2,0.36,0.03,2
25,2023-01-05,12:59,2023-01-05T13:19Z,-66.9998,-134.99944,20230105.0727.001,17849,4590,759.8,0.38,0.03,2
25,2023-01-05,12:59,2023-01-05T13:12Z,-66.9998,-134.99944,20230105.0727.001,17850,4590,963.9,0.40,0.03,2
25,2023-01-05,12:59,2023-01-05T13:05Z,-66.9998,-134.99944,20230105.0727.001,17851,4590,1267.6,0.39,0.03,2
25,2023-01-05,12:59,2023-01-05T12:59Z,-66.9998,-134.99944,20230105.0727.001,17852,4590,1520.4,0.41,0.03,2
25,2023-01-05,12:59,2023-01-05T12:59Z,-66.9998,-134.99944,20230105.0727.001,17852,4590,1520.4,0.41,0.03,6
25,2023-01-06,17:01,2023-01-06T18:25Z,-66.99992,-135.00062,20230106.1017.001,17909,4590,1776.5,0.40,0.03,2
25,2023-01-06,17:01,2023-01-06T18:19Z,-66.99992,-135.00062,20230106.1017.001,17910,4590,2030.6,0.40,0.03,2
25,2023-01-06,17:01,2023-01-06T18:11Z,-66.99992,-135.00062,20230106.1017.001,17911,4590,2334.8,0.39,0.03,2
25,2023-01-06,17:01,2023-01-06T18:04Z,-66.99992,-135.00062,20230106.1017.001,17912,4590,2644.1,0.41,0.03,2
25,2023-01-06,17:01,2023-01-06T18:04Z,-66.99992,-135.00062,20230106.1017.001,17912,4590,2644.1,0.42,0.03,6
25,2023-01-06,17:01,2023-01-06T17:57Z,-66.99992,-135.00062,20230106.1017.001,17913,4590,2952,0.41,0.03,2
25,2023-01-06,17:01,2023-01-06T17:49Z,-66.99992,-135.00062,20230106.1017.001,17914,4590,3258,0.41,0.03,2
25,2023-01-06,17:01,2023-01-06T17:37Z,-66.99992,-135.00062,20230106.1017.001,17915,4590,3670.2,0.41,0.03,2
25,2023-01-06,17:01,2023-01-06T17:28Z,-66.99992,-135.00062,20230106.1017.001,17916,4590,4080.2,0.41,0.03,2
25,2023-01-06,17:01,2023-01-06T17:19Z,-66.99992,-135.00062,20230106.1017.001,17917,4590,4522.4,0.42,0.03,2
25,2023-01-06,17:01,2023-01-06T17:14Z,-66.99992,-135.00062,20230106.1017.001,17918,4590,4604.6,0.43,0.03,2
25,2023-01-06,17:01,2023-01-06T17:08Z,-66.99992,-135.00062,20230106.1017.001,17919,4590,4645.9,0.41,0.03,2
25,2023-01-06,17:01,2023-01-06T17:08Z,-66.99992,-135.00062,20230106.1017.001,17919,4590,4645.9,0.43,0.03,6
25,2023-01-06,17:01,2023-01-06T17:01Z,-66.99992,-135.00062,20230106.1017.001,17920,4590,4671.6,0.42,0.03,2
26,2023-01-07,17:51,2023-01-07T18:31Z,-66.9871,-125.1937,20230107.1509.001,17952,4221,7.7,1.30,0.03,2
26,2023-01-07,17:51,2023-01-07T18:29Z,-66.9871,-125.1937,20230107.1509.001,17953,4221,26,1.21,0.03,2
26,2023-01-07,17:51,2023-01-07T18:26Z,-66.9871,-125.1937,20230107.1509.001,17954,4221,51.3,0.91,0.03,2
26,2023-01-07,17:51,2023-01-07T18:26Z,-66.9871,-125.1937,20230107.1509.001,17954,4221,51.3,0.91,0.03,6
26,2023-01-07,17:51,2023-01-07T18:24Z,-66.9871,-125.1937,20230107.1509.001,17955,4221,76.2,0.80,0.03,2
26,2023-01-07,17:51,2023-01-07T18:21Z,-66.9871,-125.1937,20230107.1509.001,17956,4221,112.3,0.73,0.03,2
26,2023-01-07,17:51,2023-01-07T18:18Z,-66.9871,-125.1937,20230107.1509.001,17957,4221,152.4,0.57,0.03,2
26,2023-01-07,17:51,2023-01-07T18:16Z,-66.9871,-125.1937,20230107.1509.001,17958,4221,203.1,0.45,0.03,2
26,2023-01-07,17:51,2023-01-07T18:12Z,-66.9871,-125.1937,20230107.1509.001,17959,4221,280.4,0.33,0.03,2
26,2023-01-07,17:51,2023-01-07T18:09Z,-66.9871,-125.1937,20230107.1509.001,17960,4221,381,0.33,0.03,2
26,2023-01-07,17:51,2023-01-07T18:05Z,-66.9871,-125.1937,20230107.1509.001,17961,4221,506.8,0.35,0.03,2
26,2023-01-07,17:51,2023-01-07T18:05Z,-66.9871,-125.1937,20230107.1509.001,17961,4221,506.8,0.35,0.03,6
