PI_name,assets,battery_packs,battery_type,collection,dac,deployment_cruise_id,deployment_ship,depth_max_in_meters,firmware_version,float_serial_no,geometry,id,links,manual_version,parameters,platform_maker,platform_type,positioning_system,stac_extensions,stac_version,trans_system,type,wmo_inst_type,constellation,datetime,description,instruments,mission,platform,providers,sci:citation,sci:doi,table:columns,themes,title,updated
Fengying JI,"{'Profile_File0': {'alternate': {'DATARMOR': {'alternate:name': 'DATARMOR', 'href': 'file:///home/ref-argo/gdac/dac/nmdis/2901624/profiles/D2901624_004.nc'}, 'FTP': {'alternate:name': 'FTP', 'href': 'ftp://ftp.ifremer.fr/ifremer/argo/dac/nmdis/2901624/profiles/D2901624_004.nc'}, 'S3': {'alternate:name': 'S3', 'href': 's3://argo-gdac-sandbox/pub/dac/nmdis/2901624/profiles/D2901624_004.nc'}}, 'alternate:name': 'HTTPS', 'file:checksum': '162068453e9be1624edfa1ddac3457fb69b409deaeb6d763ac533a717333d10b2a37', 'file:size': 21448, 'href': 'https://data-argo.ifremer.fr/dac/nmdis/2901624/profiles/D2901624_004.nc', 'roles': array(['data', 'metadata'], dtype=object), 'title': 'Profile file D2901624_004.nc', 'type': 'application/x-netcdf', 'updated': '2023-05-09T01:15:14Z'}}",,Lithium,argo_profiles,NMDIS,,n/a,-1992.0985669336142,"4,84",OIN-08CH-S3-024,POINT (89.791 9.022),Profile2901624_004A,"[{'href': 'https://fleetmonitoring.euro-argo.eu/float/2901624', 'rel': 'related', 'title': 'Fleet monitoring euro-argo website', 'type': 'text/html'}
 {'href': 'https://dataselection.euro-argo.eu//wmo/2901624/cycle/4', 'rel': 'related', 'title': 'Profile Data euro-argo website', 'type': 'text/html'}
 {'href': 'https://doi.org/10.17882/42182', 'rel': 'cite-as', 'title': None, 'type': None}
 {'href': 'https://argo.ucsd.edu/wp-content/uploads/sites/361/2020/07/Argo_logo_tallspacer.png', 'rel': 'icon', 'title': 'Argo Icon', 'type': 'image/png'}]",n/a,"PSAL, PRES, TEMP",NKE,PROVOR,['ARGOS'],"['https://stac-extensions.github.io/file/v2.1.0/schema.json'
 'https://stac-extensions.github.io/alternate-assets/v1.2.0/schema.json'
 'https://stac-extensions.github.io/scientific/v1.0.0/schema.json'
 'https://stac-extensions.github.io/themes/v1.0.0/schema.json'
 'https://stac-extensions.github.io/table/v1.2.0/schema.json']",1.1.0,['ARGOS'],Feature,841,FLOAT,2010-06-07 04:23:00+00:00,Argo float vertical profile,['CTD_CNDC' 'CTD_TEMP' 'CTD_PRES'],Argo China SOA,2901624,"[{'description': 'NM', 'name': 'NMDIS', 'roles': array(['processor'], dtype=object), 'url': None}
 {'description': None, 'name': 'CORIOLIS', 'roles': array(['host'], dtype=object), 'url': 'https://www.coriolis.eu.org/'}]",Argo (2024). Argo float data and metadata from Global Data Assembly Centre (Argo GDAC). SEANOE. https://doi.org/10.17882/42182,10.17882/42182,"[{'accuracy': '2.4', 'maximum': 2013.0, 'minimum': 16.0, 'name': 'PRES', 'resolution': '0.1', 'sensor': 'CTD_PRES', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'decibar'}
 {'accuracy': '0.002', 'maximum': 30.134000778198242, 'minimum': 2.6610000133514404, 'name': 'TEMP', 'resolution': '0.001', 'sensor': 'CTD_TEMP', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'degree_Celsius'}
 {'accuracy': '0.005', 'maximum': 35.032100677490234, 'minimum': 33.64910125732422, 'name': 'PSAL', 'resolution': '0.001', 'sensor': 'CTD_CNDC', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'psu'}]","[{'concepts': array([{'description': 'Units: decibar - Accuracy: 2.4 - Resolution: 0.1', 'id': 'PRES', 'title': 'parameter PRES', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/PRES'},
        {'description': 'Units: degree_Celsius - Accuracy: 0.002 - Resolution: 0.001', 'id': 'TEMP', 'title': 'parameter TEMP', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/TEMP'},
        {'description': 'Units: psu - Accuracy: 0.005 - Resolution: 0.001', 'id': 'PSAL', 'title': 'parameter PSAL', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/PSAL'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R03/current/'}
 {'concepts': array([{'description': 'DAC : NMDIS', 'id': 'NM', 'title': 'data centre NM', 'url': 'http://vocab.nerc.ac.uk/collection/R04/current/NM'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R04/current/'}
 {'concepts': array([{'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_PRES', 'title': 'sensor CTD_PRES', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_PRES'},
        {'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_TEMP', 'title': 'sensor CTD_TEMP', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_TEMP'},
        {'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_CNDC', 'title': 'sensor CTD_CNDC', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_CNDC'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R25/current/'}
 {'concepts': array([{'description': None, 'id': 'SBE', 'title': 'sensor manufacturer SBE', 'url': 'http://vocab.nerc.ac.uk/collection/R26/current/SBE'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R26/current/'}
 {'concepts': array([{'description': None, 'id': 'SBE41CP', 'title': 'sensor model SBE41CP', 'url': 'http://vocab.nerc.ac.uk/collection/R27/current/SBE41CP'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R27/current/'}
 {'concepts': array([{'description': None, 'id': 'FLOAT', 'title': 'platform family FLOAT', 'url': 'http://vocab.nerc.ac.uk/collection/R22/current/FLOAT'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R22/current/'}
 {'concepts': array([{'description': None, 'id': 'PROVOR', 'title': 'platform type PROVOR', 'url': 'http://vocab.nerc.ac.uk/collection/R23/current/PROVOR'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R23/current/'}
 {'concepts': array([{'description': None, 'id': 'NKE', 'title': 'platform maker NKE', 'url': 'http://vocab.nerc.ac.uk/collection/R24/current/NKE'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R24/current/'}
 {'concepts': array([{'description': None, 'id': '841', 'title': 'WMO instrument type 841', 'url': 'http://vocab.nerc.ac.uk/collection/R08/current/841'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R08/current/'}
 {'concepts': array([{'description': 'Transmission System ID: 3761 - Transmission frequency: n/a hertz', 'id': 'ARGOS', 'title': 'transmission system ARGOS', 'url': 'http://vocab.nerc.ac.uk/collection/R10/current/ARGOS'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R10/current/'}
 {'concepts': array([{'description': None, 'id': 'ARGOS', 'title': 'positioning system ARGOS', 'url': 'http://vocab.nerc.ac.uk/collection/R09/current/ARGOS'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R09/current/'}                                                                             ]",Profile2901624_004A,2023-08-29 09:08:16+00:00
Fengying JI,"{'Profile_File0': {'alternate': {'DATARMOR': {'alternate:name': 'DATARMOR', 'href': 'file:///home/ref-argo/gdac/dac/nmdis/2901624/profiles/D2901624_006.nc'}, 'FTP': {'alternate:name': 'FTP', 'href': 'ftp://ftp.ifremer.fr/ifremer/argo/dac/nmdis/2901624/profiles/D2901624_006.nc'}, 'S3': {'alternate:name': 'S3', 'href': 's3://argo-gdac-sandbox/pub/dac/nmdis/2901624/profiles/D2901624_006.nc'}}, 'alternate:name': 'HTTPS', 'file:checksum': '16202622c8e2a89512dd92cd762a6502462aa55e479d8162c8d0d71396053eeb664f', 'file:size': 21352, 'href': 'https://data-argo.ifremer.fr/dac/nmdis/2901624/profiles/D2901624_006.nc', 'roles': array(['data', 'metadata'], dtype=object), 'title': 'Profile file D2901624_006.nc', 'type': 'application/x-netcdf', 'updated': '2023-05-09T01:15:15Z'}}",,Lithium,argo_profiles,NMDIS,,n/a,-1988.1554203542403,"4,84",OIN-08CH-S3-024,POINT (88.799 9.08),Profile2901624_006A,"[{'href': 'https://fleetmonitoring.euro-argo.eu/float/2901624', 'rel': 'related', 'title': 'Fleet monitoring euro-argo website', 'type': 'text/html'}
 {'href': 'https://dataselection.euro-argo.eu//wmo/2901624/cycle/6', 'rel': 'related', 'title': 'Profile Data euro-argo website', 'type': 'text/html'}
 {'href': 'https://doi.org/10.17882/42182', 'rel': 'cite-as', 'title': None, 'type': None}
 {'href': 'https://argo.ucsd.edu/wp-content/uploads/sites/361/2020/07/Argo_logo_tallspacer.png', 'rel': 'icon', 'title': 'Argo Icon', 'type': 'image/png'}]",n/a,"PSAL, PRES, TEMP",NKE,PROVOR,['ARGOS'],"['https://stac-extensions.github.io/file/v2.1.0/schema.json'
 'https://stac-extensions.github.io/alternate-assets/v1.2.0/schema.json'
 'https://stac-extensions.github.io/scientific/v1.0.0/schema.json'
 'https://stac-extensions.github.io/themes/v1.0.0/schema.json'
 'https://stac-extensions.github.io/table/v1.2.0/schema.json']",1.1.0,['ARGOS'],Feature,841,FLOAT,2010-06-27 04:23:00+00:00,Argo float vertical profile,['CTD_CNDC' 'CTD_TEMP' 'CTD_PRES'],Argo China SOA,2901624,"[{'description': 'NM', 'name': 'NMDIS', 'roles': array(['processor'], dtype=object), 'url': None}
 {'description': None, 'name': 'CORIOLIS', 'roles': array(['host'], dtype=object), 'url': 'https://www.coriolis.eu.org/'}]",Argo (2024). Argo float data and metadata from Global Data Assembly Centre (Argo GDAC). SEANOE. https://doi.org/10.17882/42182,10.17882/42182,"[{'accuracy': '2.4', 'maximum': 2009.0, 'minimum': 16.0, 'name': 'PRES', 'resolution': '0.1', 'sensor': 'CTD_PRES', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'decibar'}
 {'accuracy': '0.002', 'maximum': 29.47100067138672, 'minimum': 2.6510000228881836, 'name': 'TEMP', 'resolution': '0.001', 'sensor': 'CTD_TEMP', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'degree_Celsius'}
 {'accuracy': '0.005', 'maximum': 35.032100677490234, 'minimum': 33.522098541259766, 'name': 'PSAL', 'resolution': '0.001', 'sensor': 'CTD_CNDC', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'psu'}]","[{'concepts': array([{'description': 'Units: decibar - Accuracy: 2.4 - Resolution: 0.1', 'id': 'PRES', 'title': 'parameter PRES', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/PRES'},
        {'description': 'Units: degree_Celsius - Accuracy: 0.002 - Resolution: 0.001', 'id': 'TEMP', 'title': 'parameter TEMP', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/TEMP'},
        {'description': 'Units: psu - Accuracy: 0.005 - Resolution: 0.001', 'id': 'PSAL', 'title': 'parameter PSAL', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/PSAL'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R03/current/'}
 {'concepts': array([{'description': 'DAC : NMDIS', 'id': 'NM', 'title': 'data centre NM', 'url': 'http://vocab.nerc.ac.uk/collection/R04/current/NM'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R04/current/'}
 {'concepts': array([{'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_PRES', 'title': 'sensor CTD_PRES', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_PRES'},
        {'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_TEMP', 'title': 'sensor CTD_TEMP', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_TEMP'},
        {'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_CNDC', 'title': 'sensor CTD_CNDC', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_CNDC'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R25/current/'}
 {'concepts': array([{'description': None, 'id': 'SBE', 'title': 'sensor manufacturer SBE', 'url': 'http://vocab.nerc.ac.uk/collection/R26/current/SBE'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R26/current/'}
 {'concepts': array([{'description': None, 'id': 'SBE41CP', 'title': 'sensor model SBE41CP', 'url': 'http://vocab.nerc.ac.uk/collection/R27/current/SBE41CP'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R27/current/'}
 {'concepts': array([{'description': None, 'id': 'FLOAT', 'title': 'platform family FLOAT', 'url': 'http://vocab.nerc.ac.uk/collection/R22/current/FLOAT'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R22/current/'}
 {'concepts': array([{'description': None, 'id': 'PROVOR', 'title': 'platform type PROVOR', 'url': 'http://vocab.nerc.ac.uk/collection/R23/current/PROVOR'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R23/current/'}
 {'concepts': array([{'description': None, 'id': 'NKE', 'title': 'platform maker NKE', 'url': 'http://vocab.nerc.ac.uk/collection/R24/current/NKE'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R24/current/'}
 {'concepts': array([{'description': None, 'id': '841', 'title': 'WMO instrument type 841', 'url': 'http://vocab.nerc.ac.uk/collection/R08/current/841'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R08/current/'}
 {'concepts': array([{'description': 'Transmission System ID: 3761 - Transmission frequency: n/a hertz', 'id': 'ARGOS', 'title': 'transmission system ARGOS', 'url': 'http://vocab.nerc.ac.uk/collection/R10/current/ARGOS'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R10/current/'}
 {'concepts': array([{'description': None, 'id': 'ARGOS', 'title': 'positioning system ARGOS', 'url': 'http://vocab.nerc.ac.uk/collection/R09/current/ARGOS'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R09/current/'}                                                                             ]",Profile2901624_006A,2023-08-29 09:08:16+00:00
Fengying JI,"{'Profile_File0': {'alternate': {'DATARMOR': {'alternate:name': 'DATARMOR', 'href': 'file:///home/ref-argo/gdac/dac/nmdis/2901624/profiles/D2901624_007.nc'}, 'FTP': {'alternate:name': 'FTP', 'href': 'ftp://ftp.ifremer.fr/ifremer/argo/dac/nmdis/2901624/profiles/D2901624_007.nc'}, 'S3': {'alternate:name': 'S3', 'href': 's3://argo-gdac-sandbox/pub/dac/nmdis/2901624/profiles/D2901624_007.nc'}}, 'alternate:name': 'HTTPS', 'file:checksum': '1620c4e2e3d7b2ddfe7d459c7b1f13ab9de8dae148d2560fa39be3541b9c2861f95f', 'file:size': 21352, 'href': 'https://data-argo.ifremer.fr/dac/nmdis/2901624/profiles/D2901624_007.nc', 'roles': array(['data', 'metadata'], dtype=object), 'title': 'Profile file D2901624_007.nc', 'type': 'application/x-netcdf', 'updated': '2023-05-09T01:15:16Z'}}",,Lithium,argo_profiles,NMDIS,,n/a,-1993.0775116240818,"4,84",OIN-08CH-S3-024,POINT (88.411 9.127),Profile2901624_007A,"[{'href': 'https://fleetmonitoring.euro-argo.eu/float/2901624', 'rel': 'related', 'title': 'Fleet monitoring euro-argo website', 'type': 'text/html'}
 {'href': 'https://dataselection.euro-argo.eu//wmo/2901624/cycle/7', 'rel': 'related', 'title': 'Profile Data euro-argo website', 'type': 'text/html'}
 {'href': 'https://doi.org/10.17882/42182', 'rel': 'cite-as', 'title': None, 'type': None}
 {'href': 'https://argo.ucsd.edu/wp-content/uploads/sites/361/2020/07/Argo_logo_tallspacer.png', 'rel': 'icon', 'title': 'Argo Icon', 'type': 'image/png'}]",n/a,"PSAL, PRES, TEMP",NKE,PROVOR,['ARGOS'],"['https://stac-extensions.github.io/file/v2.1.0/schema.json'
 'https://stac-extensions.github.io/alternate-assets/v1.2.0/schema.json'
 'https://stac-extensions.github.io/scientific/v1.0.0/schema.json'
 'https://stac-extensions.github.io/themes/v1.0.0/schema.json'
 'https://stac-extensions.github.io/table/v1.2.0/schema.json']",1.1.0,['ARGOS'],Feature,841,FLOAT,2010-07-07 04:29:00+00:00,Argo float vertical profile,['CTD_CNDC' 'CTD_TEMP' 'CTD_PRES'],Argo China SOA,2901624,"[{'description': 'NM', 'name': 'NMDIS', 'roles': array(['processor'], dtype=object), 'url': None}
 {'description': None, 'name': 'CORIOLIS', 'roles': array(['host'], dtype=object), 'url': 'https://www.coriolis.eu.org/'}]",Argo (2024). Argo float data and metadata from Global Data Assembly Centre (Argo GDAC). SEANOE. https://doi.org/10.17882/42182,10.17882/42182,"[{'accuracy': '2.4', 'maximum': 2014.0, 'minimum': 16.0, 'name': 'PRES', 'resolution': '0.1', 'sensor': 'CTD_PRES', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'decibar'}
 {'accuracy': '0.002', 'maximum': 29.11199951171875, 'minimum': 2.5940001010894775, 'name': 'TEMP', 'resolution': '0.001', 'sensor': 'CTD_TEMP', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'degree_Celsius'}
 {'accuracy': '0.005', 'maximum': 35.03110122680664, 'minimum': 33.545101165771484, 'name': 'PSAL', 'resolution': '0.001', 'sensor': 'CTD_CNDC', 'sensor_maker': 'SBE', 'sensor_model': 'SBE41CP', 'sensor_serial_number': 'n/a', 'units': 'psu'}]","[{'concepts': array([{'description': 'Units: decibar - Accuracy: 2.4 - Resolution: 0.1', 'id': 'PRES', 'title': 'parameter PRES', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/PRES'},
        {'description': 'Units: degree_Celsius - Accuracy: 0.002 - Resolution: 0.001', 'id': 'TEMP', 'title': 'parameter TEMP', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/TEMP'},
        {'description': 'Units: psu - Accuracy: 0.005 - Resolution: 0.001', 'id': 'PSAL', 'title': 'parameter PSAL', 'url': 'http://vocab.nerc.ac.uk/collection/R03/current/PSAL'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R03/current/'}
 {'concepts': array([{'description': 'DAC : NMDIS', 'id': 'NM', 'title': 'data centre NM', 'url': 'http://vocab.nerc.ac.uk/collection/R04/current/NM'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R04/current/'}
 {'concepts': array([{'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_PRES', 'title': 'sensor CTD_PRES', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_PRES'},
        {'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_TEMP', 'title': 'sensor CTD_TEMP', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_TEMP'},
        {'description': 'Maker: SBE - Model: SBE41CP - Serial number: n/a', 'id': 'CTD_CNDC', 'title': 'sensor CTD_CNDC', 'url': 'http://vocab.nerc.ac.uk/collection/R25/current/CTD_CNDC'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R25/current/'}
 {'concepts': array([{'description': None, 'id': 'SBE', 'title': 'sensor manufacturer SBE', 'url': 'http://vocab.nerc.ac.uk/collection/R26/current/SBE'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R26/current/'}
 {'concepts': array([{'description': None, 'id': 'SBE41CP', 'title': 'sensor model SBE41CP', 'url': 'http://vocab.nerc.ac.uk/collection/R27/current/SBE41CP'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R27/current/'}
 {'concepts': array([{'description': None, 'id': 'FLOAT', 'title': 'platform family FLOAT', 'url': 'http://vocab.nerc.ac.uk/collection/R22/current/FLOAT'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R22/current/'}
 {'concepts': array([{'description': None, 'id': 'PROVOR', 'title': 'platform type PROVOR', 'url': 'http://vocab.nerc.ac.uk/collection/R23/current/PROVOR'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R23/current/'}
 {'concepts': array([{'description': None, 'id': 'NKE', 'title': 'platform maker NKE', 'url': 'http://vocab.nerc.ac.uk/collection/R24/current/NKE'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R24/current/'}
 {'concepts': array([{'description': None, 'id': '841', 'title': 'WMO instrument type 841', 'url': 'http://vocab.nerc.ac.uk/collection/R08/current/841'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R08/current/'}
 {'concepts': array([{'description': 'Transmission System ID: 3761 - Transmission frequency: n/a hertz', 'id': 'ARGOS', 'title': 'transmission system ARGOS', 'url': 'http://vocab.nerc.ac.uk/collection/R10/current/ARGOS'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R10/current/'}
 {'concepts': array([{'description': None, 'id': 'ARGOS', 'title': 'positioning system ARGOS', 'url': 'http://vocab.nerc.ac.uk/collection/R09/current/ARGOS'}],
       dtype=object), 'scheme': 'http://vocab.nerc.ac.uk/collection/R09/current/'}                                                                             ]",Profile2901624_007A,2023-08-29 09:08:16+00:00
